tile,inliers,avg_confidence
sat_tile_17_5.png,0,
sat_tile_19_7.png,0,
sat_tile_3_9.png,0,
sat_tile_9_15.png,0,
sat_tile_17_6.png,0,
sat_tile_17_3.png,0,
sat_tile_3_8.png,0,
sat_tile_14_1.png,0,
sat_tile_17_12.png,0,
sat_tile_13_7.png,0,
sat_tile_16_0.png,0,
sat_tile_18_4.png,0,
sat_tile_12_2.png,0,
sat_tile_3_6.png,0,
sat_tile_16_12.png,0,
sat_tile_2_4.png,0,
sat_tile_7_6.png,0,
sat_tile_18_1.png,0,
sat_tile_12_7.png,0,
sat_tile_11_4.png,0,
sat_tile_10_1.png,0,
sat_tile_6_5.png,0,
sat_tile_14_9.png,0,
sat_tile_1_17.png,0,
sat_tile_1_2.png,0,
sat_tile_14_3.png,0,
sat_tile_15_4.png,0,
sat_tile_16_2.png,0,
sat_tile_6_10.png,0,
sat_tile_15_6.png,0,
sat_tile_8_8.png,0,
sat_tile_16_3.png,0,
sat_tile_17_17.png,0,
sat_tile_9_3.png,0,
sat_tile_15_5.png,0,
sat_tile_12_1.png,0,
sat_tile_19_6.png,0,
sat_tile_17_1.png,0,
sat_tile_18_7.png,0,
sat_tile_11_1.png,0,
sat_tile_19_2.png,0,
sat_tile_19_4.png,0,
sat_tile_17_0.png,0,
sat_tile_14_4.png,0,
sat_tile_12_3.png,0,
sat_tile_13_3.png,0,
sat_tile_9_11.png,0,
sat_tile_18_2.png,0,
sat_tile_5_6.png,0,
sat_tile_18_5.png,0,
sat_tile_13_2.png,0,
sat_tile_15_3.png,0,
